datap,median,total,size,clade,numtaxa
Zack_et_Rose_2015ab.nex,0.101694915,0.164869029,59,Carnivores,0.954545455
Russell_et_Dong_1993a.nex,0.06779661,0.164869029,59,Dinosaurs,0.636363636
Wible_2007a.nex,0.016949153,0.160365059,59,Lagomorphs,0.538461538
Williamson_et_Weil_2011a.nex,0.245762712,0.251977401,59,Meso_mammals,0.9
Gardner_2001a.nex,0.177966102,0.172316384,59,Non_amniote_tetrapods,1
Witzmann_2013a.nex,0,0.109517601,59,Non_amniote_tetrapods,0.307692308
Cisneros_et_Ruta_2010aa.nex,0.440677966,0.399011299,59,Non_diapsid_reptiles,0.958333333
MacDougall_et_Modesto_2011a.nex,0.457627119,0.418305085,59,Non_diapsid_reptiles,0.96
MacDougall_etal_2013a.nex,0.457627119,0.408813559,59,Non_diapsid_reptiles,0.96
Tsuji_2017a.nex,0.449152542,0.412227603,59,Non_diapsid_reptiles,0.964285714
Zaher_etal_2019a.nex,0.423728814,0.408083442,59,Non_diapsid_reptiles,0.961538462
Densmore_et_White_1991aa.nex,0,0.008474576,59,Non_dinosaur_archosauro,0.055555556
Botha_etal_2007b.nex,0.033898305,0.086629002,59,Non_mammal_synapsid,0.944444444
Shan_etal_2020a.nex,0.220338983,0.257627119,59,Non_osteichthyan_vertebrates,1
Holbrook_2014ad.nex,0.152542373,0.279257466,59,Perissodactyls,0.952380952
Hooker_etal_1999a.nex,0.050847458,0.124888492,59,Primates,0.631578947
Friedman_2008a.nex,0.017241379,0.08892922,58,Actinopterygians,0.631578947
Lee_etal_1997a.nex,0.017241379,0.036637931,58,Bird,0.75
Christiansen_2008a.nex,0,0.079937304,58,Carnivores,0.272727273
Mazak_etal_2011a.nex,0,0.103448276,58,Carnivores,0.333333333
Glienke_2015a.nex,0.155172414,0.220306513,58,Fish_sarcopterygians,0.777777778
Ladeveze_etal_2010a.nex,0.129310345,0.263793103,58,Meso_mammals,0.95
Zhou_etal_2019aa.nex,0.189655172,0.232413793,58,Meso_mammals,0.88
Pineiro_etal_2007a.nex,0.172413793,0.210875332,58,Non_amniote_tetrapods,0.923076923
Trueb_et_Cloutier_1991ac.nex,0.137931034,0.148119122,58,Non_amniote_tetrapods,0.954545455
Cisneros_2008a.nex,0.448275862,0.403017241,58,Non_diapsid_reptiles,0.958333333
Cisneros_2008b.nex,0.448275862,0.398050975,58,Non_diapsid_reptiles,0.956521739
Modesto_etal_2010a.nex,0.448275862,0.413793103,58,Non_diapsid_reptiles,0.96
Hecht_1992a.nex,0.181034483,0.323275862,58,Non_dinosaur_archosauro,0.875
Campione_et_Reisz_2010a.nex,0.103448276,0.200626959,58,Non_mammal_synapsid,0.909090909
Reisz_et_Laurin_2004a.nex,0.094827586,0.199507389,58,Non_mammal_synapsid,0.928571429
Sumida_etal_2014a.nex,0.103448276,0.188423645,58,Non_mammal_synapsid,0.928571429
Bai_etal_2010a.nex,0.344827586,0.33908046,58,Perissodactyls,0.904761905
Holbrook_2014ac.nex,0.129310345,0.259482759,58,Perissodactyls,0.95
Dietze_2000a.nex,0.043859649,0.06877193,57,Actinopterygians,0.88
Gregorova_etal_2009a.nex,0,0.087719298,57,Actinopterygians,0.166666667
Kailola_2004a.nex,0.052631579,0.148897886,57,Actinopterygians,0.794871795
Lieberman_2001a.nex,0.096491228,0.157219973,57,Arthopods,0.769230769
Johnston_2011a.nex,0.052631579,0.16734143,57,Bird,0.923076923
Salles_1992a.nex,0.035087719,0.042735043,57,Carnivores,0.717948718
Tedford_etal_1995a.nex,0,0.005847953,57,Carnivores,0.055555556
Benites-Palomino_etal_inpressa.nex,0.350877193,0.353618421,57,Cetaceans,1
Pereda-Suberbiola_etal_2009a.nex,0.01754386,0.185007974,57,Dinosaurs,0.5
Davis_2007a.nex,0.01754386,0.063795853,57,Marsupials,0.636363636
Kammerer_etal_2012a.nex,0.192982456,0.22273074,57,Non_mammal_synapsid,0.956521739
Ferreira_etal_2015a.nex,0.377192982,0.331140351,57,Turtles,1
Zaragueta_Bagils_2004a.nex,0.142857143,0.185267857,56,Actinopterygians,1
Mayr_2004c.nex,0,0.118697479,56,Bird,0.411764706
Mayr_2008a.nex,0,0.098739496,56,Bird,0.411764706
Bell_et_Evans_2010aa.nex,0.017857143,0.198863636,56,Dinosaurs,0.5
Godefroit_etal_1998a.nex,0.017857143,0.037946429,56,Dinosaurs,0.625
Godefroit_etal_2008a.nex,0,0.177721088,56,Dinosaurs,0.476190476
Smith_etal_2001a.nex,0.392857143,0.33531746,56,Dinosaurs,0.888888889
Forey_1991a.nex,0.267857143,0.294372294,56,Fish_sarcopterygians,0.96969697
Schultze_2004a.nex,0.392857143,0.392857143,56,Fish_sarcopterygians,0.952380952
Delsett_etal_2017a.nex,0.410714286,0.382305195,56,Ichthyopterygians,0.818181818
Lomax_etal_2017a.nex,0.267857143,0.294217687,56,Ichthyopterygians,0.904761905
Roberts_etal_2014a.nex,0.419642857,0.382305195,56,Ichthyopterygians,0.818181818
Ladeveze_2007a.nex,0.080357143,0.123511905,56,Marsupials,0.625
Liu_2016a.nex,0.035714286,0.093452381,56,Non_amniote_tetrapods,0.666666667
Trueb_et_Baez_2006a.nex,0.035714286,0.132653061,56,Non_amniote_tetrapods,0.666666667
Lee_1995a.nex,0.071428571,0.145535714,56,Non_diapsid_reptiles,0.95
Benton_et_Walker_2002a.nex,0.116071429,0.235969388,56,Non_dinosaur_archosauro,0.857142857
Gomani_1997a.nex,0.214285714,0.327922078,56,Non_dinosaur_archosauro,1
Damiani_etal_2007a.nex,0.026785714,0.040922619,56,Non_mammal_synapsid,0.958333333
Sidor_et_Rubidge_2006a.nex,0.107142857,0.139285714,56,Non_mammal_synapsid,1
Sidor_et_Smith_2004a.nex,0.026785714,0.142857143,56,Non_mammal_synapsid,0.666666667
Alroy_1995a.nex,0.071428571,0.075630252,56,Perissodactyls,0.941176471
Chen_etal_2012a.nex,0.517857143,0.45952381,56,Perissodactyls,0.933333333
Betancur-R_etal_2007a.nex,0,0.022727273,55,Actinopterygians,0.321428571
Schaefer_1991a.nex,0,0.003030303,55,Actinopterygians,0.111111111
Paolucci_etal_2021a.nex,0.418181818,0.386931818,55,Cetaceans,1
Galton_et_Upchurch_2004b.nex,0.454545455,0.409090909,55,Dinosaurs,1
Luo_etal_2001ac.nex,0.181818182,0.148051948,55,Meso_mammals,0.952380952
Clark_etal_2004b.nex,0.272727273,0.271657754,55,Non_dinosaur_archosauro,1
Jeong_et_Nakabo_2009a.nex,0.018181818,0.048295455,55,Non_osteichthyan_vertebrates,0.5625
Tabuce_etal_2004a.nex,0.072727273,0.163636364,55,Primates,0.76
Ward_1997a.nex,0.172727273,0.310227273,55,Primates,0.6875
Carpenter_et_Johnson_2002a.nex,0,0,54,Actinopterygians,0
Wilson_et_Li_1999a.nex,0,0.008101852,54,Actinopterygians,0.3125
Rode_et_Lieberman_2002a.nex,0.074074074,0.100775194,54,Arthopods,0.790697674
Mayr_2003b.nex,0,0.007936508,54,Bird,0.214285714
Mayr_etal_2019aa.nex,0,0.054131054,54,Bird,0.153846154
Worthy_etal_2013aa.nex,0,0.022792023,54,Bird,0.115384615
Zack_2011a.nex,0.175925926,0.203703704,54,Carnivores,1
Paolucci_etal_inpressa.nex,0.407407407,0.371056241,54,Cetaceans,1
Fiorillo_et_Tykoski_2012a.nex,0.092592593,0.195601852,54,Dinosaurs,1
Hu_etal_2011a.nex,0.361111111,0.353909465,54,Dinosaurs,1
Norman_etal_2004a.nex,0.231481481,0.265432099,54,Dinosaurs,0.916666667
Ahlberg_1991a.nex,0.296296296,0.291666667,54,Fish_sarcopterygians,1
Cloutier_1991b.nex,0.212962963,0.347883598,54,Fish_sarcopterygians,0.964285714
Frobisch_et_Reisz_2012a.nex,0.074074074,0.148148148,54,Non_amniote_tetrapods,0.882352941
Klembara_et_Steyer_2012a.nex,0.018518519,0.106237817,54,Non_amniote_tetrapods,0.526315789
Schoch_et_Witzmann_2009a.nex,0,0.079218107,54,Non_amniote_tetrapods,0.444444444
Schoch_et_Witzmann_2009b.nex,0.009259259,0.090534979,54,Non_amniote_tetrapods,0.5
Wu_etal_1994a.nex,0.074074074,0.080808081,54,Non_dinosaur_archosauro,0.818181818
Anderson_et_Reisz_2004a.nex,0.055555556,0.132478632,54,Non_mammal_synapsid,0.923076923
Maisch_et_Matzke_2014a.nex,0.148148148,0.201754386,54,Non_mammal_synapsid,0.947368421
Gai_et_Zhu_2007a.nex,0.194444444,0.230092593,54,Non_osteichthyan_vertebrates,1
Gai_etal_2018a.nex,0.203703704,0.249559083,54,Non_osteichthyan_vertebrates,1
Bai_etal_2014a.nex,0.064814815,0.158831909,54,Perissodactyls,0.884615385
Hooker_et_Dashzeveg_2004a.nex,0.055555556,0.136111111,54,Perissodactyls,0.85
Ford_1994a.nex,0.037037037,0.142787524,54,Primates,0.973684211
Rieppel_2001a.nex,0.166666667,0.254985755,54,Sauropterygians,0.923076923
Lyson_et_Joyce_2009a.nex,0.222222222,0.252314815,54,Turtles,0.875
McDonald_etal_2013a.nex,0.018518519,0.085470085,54,Xenarthrans,0.692307692
Dyke_et_Gulas_2002a.nex,0,0.011149228,53,Bird,0.045454545
Mayr_et_Smith_2012a.nex,0.018867925,0.024528302,53,Bird,0.55
Worthy_etal_2010a.nex,0,0.026093938,53,Bird,0.14893617
Demere_1994a.nex,0.037735849,0.086792453,53,Carnivores,0.666666667
Alfsen_etal_2021a.nex,0.41509434,0.371502928,53,Cetaceans,0.965517241
Collareta_etal_2017a.nex,0.41509434,0.373165618,53,Cetaceans,1
Collareta_etal_2019a.nex,0.41509434,0.365902965,53,Cetaceans,0.964285714
Lambert_etal_2020a.nex,0.41509434,0.359791802,53,Cetaceans,0.965517241
Lambert_etal_inpressa.nex,0.424528302,0.380503145,53,Cetaceans,1
Schott_etal_2009ab.nex,0.547169811,0.504043127,53,Dinosaurs,0.952380952
Williamson_et_Carr_2002a.nex,0.547169811,0.504043127,53,Dinosaurs,0.952380952
Woodruff_etal_2023a.nex,0.433962264,0.4585726,53,Dinosaurs,0.956521739
Clack_et_Ahlberg_2004a.nex,0.132075472,0.185983827,53,Fish_sarcopterygians,0.904761905
Nilsson_etal_2010a.nex,0.245283019,0.232704403,53,Marsupials,0.857142857
Anderson_etal_2008b.nex,0.018867925,0.05408805,53,Non_amniote_tetrapods,0.533333333
Eltink_etal_2017a.nex,0.018867925,0.097134871,53,Non_amniote_tetrapods,0.592592593
Fortuny_etal_2011a.nex,0.018867925,0.076923077,53,Non_amniote_tetrapods,0.576923077
Polley_et_Reisz_2011a.nex,0.047169811,0.100628931,53,Non_amniote_tetrapods,0.833333333
Sidor_etal_2014a.nex,0.018867925,0.08665269,53,Non_amniote_tetrapods,0.592592593
Evans_1990a.nex,0.037735849,0.291105121,53,Non_dinosaur_archosauro,0.571428571
Angielcyzk_et_Kurkin_2003a.nex,0.103773585,0.145552561,53,Non_mammal_synapsid,0.857142857
Angielcyzk_et_Kurkin_2003b.nex,0.103773585,0.14690027,53,Non_mammal_synapsid,0.857142857
Reisz_et_Dilkes_2003a.nex,0.056603774,0.132075472,53,Non_mammal_synapsid,0.923076923
Zhu_et_Gai_2006a.nex,0.20754717,0.236090953,53,Non_osteichthyan_vertebrates,1
Reynoso_2000a.nex,0.103773585,0.256603774,53,Non_squamate_lepidosaurs,0.7
Reynoso_2005a.nex,0.160377358,0.306174957,53,Non_squamate_lepidosaurs,0.727272727
Lucas_et_Holbrook_2004a.nex,0.169811321,0.186502177,53,Perissodactyls,0.884615385
Groves_et_Trueman_1995a.nex,0.037735849,0.032186459,53,Primates,0.823529412
Gunnell_2002a.nex,0.018867925,0.066592675,53,Primates,0.647058824
Lopez-Torres_et_Silcox_inpressa.nex,0.301886792,0.32946299,53,Primates,1
Unwin_2003b.nex,0.018867925,0.128537736,53,Pterosaurs,0.5625
Cadena_etal_2010a.nex,0.075471698,0.165907612,53,Turtles,0.551724138
Penkrot_etal_2008ac.nex,0,0.001201923,52,Afroinsectiphilians,0.0625
Zack_etal_2005bc.nex,0,0.001201923,52,Afroinsectiphilians,0.0625
Waisfeld_etal_2001a.nex,0.096153846,0.109123435,52,Arthopods,0.953488372
Claramunt_et_Rinderknecht_2005a.nex,0.019230769,0.064323607,52,Bird,0.586206897
Berta_1991ab.nex,0.096153846,0.117521368,52,Carnivores,0.666666667
Chatterjee_2002a.nex,0,0,52,Dinosaurs,0
Dyer_etal_2023a.nex,0.5,0.469017094,52,Dinosaurs,0.944444444
Perez-Moreno_etal_1993a.nex,0.230769231,0.241258741,52,Dinosaurs,0.909090909
Fischer_etal_2014a.nex,0.403846154,0.409615385,52,Ichthyopterygians,0.85
Fischer_etal_2014b.nex,0.365384615,0.364316239,52,Ichthyopterygians,0.888888889
Hooker_2001ac.nex,0,0.016025641,52,Meso_mammals,0.166666667
Tabuce_etal_2007a.nex,0,0.050167224,52,Meso_mammals,0.260869565
Thewissen_et_Domning_1992a.nex,0.115384615,0.136094675,52,Meso_mammals,0.923076923
Williamson_et_Carr_2007b.nex,0.038461538,0.11821267,52,Meso_mammals,0.588235294
Vermeij_et_Carlson_2000a.nex,0.230769231,0.226923077,52,Molluscs,0.977777778
Schoch_etal_2010a.nex,0.019230769,0.112040134,52,Non_amniote_tetrapods,0.782608696
Witzmann_et_Schoch_2006a.nex,0,0.021367521,52,Non_amniote_tetrapods,0.388888889
Van_den_Brandt_et_Abdala_2018a.nex,0.048076923,0.112637363,52,Non_mammal_synapsid,0.714285714
Wilson_et_Marss_2009a.nex,0.403846154,0.353937729,52,Non_osteichthyan_vertebrates,1
Reynoso_et_Clark_1998a.nex,0.086538462,0.221153846,52,Non_squamate_lepidosaurs,0.681818182
Andrews_1988a.nex,0,0.048951049,52,Primates,0.363636364
Burger_2010aa.nex,0.134615385,0.215384615,52,Primates,0.76
Hooker_2012a.nex,0.048076923,0.112762238,52,Primates,0.636363636
Wu_etal_2018a.nex,0.25,0.278340081,52,Proboscideans,0.947368421
Hanni_2004a.nex,0.038461538,0.104700855,52,Sauropterygians,0.777777778
MacLeod_1993aa.nex,0.019230769,0.026923077,52,Unicellular_eukaryotes,0.666666667
MacLeod_1993ab.nex,0.019230769,0.026923077,52,Unicellular_eukaryotes,0.666666667
Lieberman_etal_1991a.nex,0.009803922,0.12464986,51,Arthopods,0.5
Agnolin_2007a.nex,0.009803922,0.153594771,51,Bird,0.5
Ericson_1997ab.nex,0,0.009803922,51,Bird,0.166666667
Bianucci_etal_2016a.nex,0.431372549,0.314878893,51,Cetaceans,0.970588235
Mijan_etal_inpressa.nex,0.450980392,0.322128852,51,Cetaceans,0.971428571
Evans_etal_2021a.nex,0.450980392,0.453654189,51,Dinosaurs,0.954545455
Horner_etal_2023a.nex,0.450980392,0.444788442,51,Dinosaurs,0.947368421
Novas_1993a.nex,0.029411765,0.159313725,51,Dinosaurs,0.5
Woodruff_etal_2021a.nex,0.450980392,0.436041083,51,Dinosaurs,0.952380952
Arbez_etal_2019a.nex,0.049019608,0.132352941,51,Fish_sarcopterygians,0.791666667
Druckenmiller_et_Maxwell_2014a.nex,0.362745098,0.366013072,51,Ichthyopterygians,0.777777778
Fischer_etal_2012a.nex,0.352941176,0.332179931,51,Ichthyopterygians,0.764705882
Travouillon_etal_2010a.nex,0.019607843,0.079322638,51,Marsupials,0.636363636
Metais_etal_2018a.nex,0.107843137,0.160784314,51,Meso_mammals,1
Rougier_etal_1996a.nex,0.049019608,0.110784314,51,Meso_mammals,0.7
Anderson_et_Bolt_2013ab.nex,0.098039216,0.153127918,51,Non_amniote_tetrapods,0.904761905
Baez_et_Trueb_1997a.nex,0,0.075414781,51,Non_amniote_tetrapods,0.384615385
Mendelson_etal_2000a.nex,0,0.02436126,51,Non_amniote_tetrapods,0.454545455
Sigurdsen_et_Bolt_2010a.nex,0.098039216,0.141176471,51,Non_amniote_tetrapods,0.9
Lihoreau_et_Ducrocq_2007a.nex,0.058823529,0.095860566,51,Non_cetacean_artiodactyls,0.703703704
Rincon_etal_2013a.nex,0.078431373,0.127789047,51,Non_cetacean_artiodactyls,0.724137931
Rowan_etal_2015a.nex,0.019607843,0.073529412,51,Non_cetacean_artiodactyls,0.666666667
Sues_et_Reisz_2008a.nex,0.166666667,0.194444444,51,Non_diapsid_reptiles,0.916666667
Martinelli_2003a.nex,0.137254902,0.181818182,51,Non_dinosaur_archosauro,0.909090909
Bonaparte_etal_2003a.nex,0.078431373,0.209653092,51,Non_mammal_synapsid,0.923076923
Rubidge_etal_2006a.nex,0.156862745,0.188004614,51,Non_mammal_synapsid,0.941176471
Anquetin_etal_2007a.nex,0.568627451,0.435897436,51,Perissodactyls,0.923076923
Cifelli_1993ba.nex,0.215686275,0.268382353,51,Perissodactyls,1
Holanda_et_Ferrero_2013a.nex,0.078431373,0.150326797,51,Perissodactyls,0.833333333
Vera_etal_inpressa.nex,0.078431373,0.212885154,51,Perissodactyls,0.761904762
Sundberg_1999aa.nex,0.04,0.077894737,50,Arthopods,0.578947368
Sundberg_1999ab.nex,0.04,0.077894737,50,Arthopods,0.578947368
Ksepka_et_Clarke_2009a.nex,0.4,0.355555556,50,Bird,0.888888889
Manegold_et_Louchart_2012a.nex,0,0.01030303,50,Bird,0.181818182
Smith_etal_2018a.nex,0.36,0.443076923,50,Bird,1
Christiansen_2013a.nex,0,0.018181818,50,Carnivores,0.409090909
Calvo_etal_2007b.nex,0.11,0.222857143,50,Dinosaurs,0.785714286
Evans_etal_2013a.nex,0.46,0.425555556,50,Dinosaurs,0.944444444
Hill_etal_2003a.nex,0.25,0.261666667,50,Dinosaurs,0.916666667
Schott_et_Evans_2017a.nex,0.45,0.421,50,Dinosaurs,0.95
Williamson_et_Brusatte_2016a.nex,0.46,0.426666667,50,Dinosaurs,0.944444444
Ahlberg_et_Clack_1998a.nex,0.15,0.190769231,50,Fish_sarcopterygians,0.923076923
Lombard_et_Bolt_2006aa.nex,0.13,0.181538462,50,Fish_sarcopterygians,0.923076923
Ruta_etal_2001ae.nex,0.14,0.188888889,50,Fish_sarcopterygians,0.925925926
Tabuce_etal_2001a.nex,0,0.11,50,Hyracoideans,0.285714286
Fischer_etal_2011a.nex,0.32,0.310666667,50,Ichthyopterygians,0.733333333
Kear_2002a.nex,0,0.088888889,50,Marsupials,0.277777778
Velazco_et_Novacek_2016a.nex,0.38,0.466153846,50,Meso_mammals,0.923076923
deBraga_et_Reisz_1995a.nex,0.1,0.177777778,50,Non_diapsid_reptiles,0.888888889
Nesbitt_etal_2009d.nex,0.06,0.081666667,50,Non_dinosaur_archosauro,0.75
Gao_etal_2010a.nex,0.25,0.223,50,Non_mammal_synapsid,0.95
Kammerer_2017a.nex,0.02,0.04625,50,Non_mammal_synapsid,0.625
Wang_etal_2007c.nex,0.28,0.311578947,50,Proboscideans,0.947368421
Holmes_etal_2008aa.nex,0.02,0.118666667,50,Sauropterygians,0.6
Rieppel_1998cb.nex,0.05,0.161428571,50,Sauropterygians,0.642857143
Rieppel_et_Lin_1995a.nex,0.02,0.118666667,50,Sauropterygians,0.6
de_la_Fuente_2003a.nex,0.02,0.114,50,Turtles,0.7
Lieberman_1994ac.nex,0.040816327,0.051557465,49,Arthopods,0.526315789
Mayr_2005c.nex,0,0.171858217,49,Bird,0.473684211
Mayr_2011b.nex,0,0.020408163,49,Bird,0.454545455
Benton_etal_2000a.nex,0.040816327,0.229931973,49,Dinosaurs,0.933333333
Calvo_et_Salgado_1995a.nex,0.12244898,0.212244898,49,Dinosaurs,0.866666667
Schott_etal_2009aa.nex,0.387755102,0.37244898,49,Dinosaurs,1
Sullivan_2003a.nex,0.387755102,0.354591837,49,Dinosaurs,1
Druckenmiller_et_Maxwell_2010a.nex,0.367346939,0.359693878,49,Ichthyopterygians,0.875
Fernandez_et_Talevi_2014a.nex,0.367346939,0.353316327,49,Ichthyopterygians,0.875
Cannatella_et_Trueb_1988a.nex,0,0,49,Non_amniote_tetrapods,0
Germain_2010a.nex,0.06122449,0.142857143,49,Non_amniote_tetrapods,1
Trueb_etal_2005a.nex,0.112244898,0.128117914,49,Non_amniote_tetrapods,0.833333333
Muller_et_Reisz_2005a.nex,0.051020408,0.096209913,49,Non_diapsid_reptiles,0.714285714
Wu_etal_1994b.nex,0.12244898,0.129251701,49,Non_dinosaur_archosauro,1
Wickstrom_et_Donoghue_2005a.nex,0.275510204,0.286564626,49,Non_osteichthyan_vertebrates,0.958333333
Whiteside_1986a.nex,0,0.015873016,49,Non_squamate_lepidosaurs,0.444444444
Kramarz_et_Bond_2009a.nex,0.255102041,0.243197279,49,Perissodactyls,0.833333333
Doyle_et_Donoghue_1992a.nex,0.214285714,0.23015873,49,Plants,1
Wills_1998ba.nex,0.142857143,0.170784103,49,Priapulids,1
Wills_1998bb.nex,0.142857143,0.170784103,49,Priapulids,1
Hooker_et_Harrison_2008a.nex,0.020408163,0.130298273,49,Primates,0.615384615
Cavin_et_Suteethorn_2006a.nex,0.25,0.216346154,48,Actinopterygians,0.769230769
Hilton_et_Forey_2009a.nex,0,0.064814815,48,Actinopterygians,0.444444444
Santini_et_Tyler_2002a.nex,0,0,48,Actinopterygians,0
Bianucci_etal_2020a.nex,0.145833333,0.228298611,48,Cetaceans,0.916666667
Ekdale_etal_2011a.nex,0,0.061011905,48,Cetaceans,0.428571429
Czaplewski_etal_2003a.nex,0.020833333,0.127314815,48,Chiropterans,0.555555556
Casanovas_etal_2001a.nex,0.052083333,0.06875,48,Dinosaurs,0.8
Cullen_etal_2013a.nex,0.354166667,0.341666667,48,Dinosaurs,0.866666667
Watabe_etal_2011a.nex,0.447916667,0.416666667,48,Dinosaurs,1
Xu_etal_2011a.nex,0.260416667,0.31547619,48,Dinosaurs,0.857142857
Krupina_et_Reisz_2000a.nex,0.197916667,0.235119048,48,Fish_sarcopterygians,1
Rofes_et_Cuenca-Bescos_2009a.nex,0.114583333,0.14254386,48,Lipotyphlans,0.921052632
Schneider_et_Carter_2001a.nex,0.020833333,0.069809942,48,Molluscs,0.631578947
Sumida_etal_2010a.nex,0.072916667,0.102430556,48,Non_diapsid_reptiles,0.75
Benton_et_Allen_1997a.nex,0.375,0.413690476,48,Non_dinosaur_archosauro,0.857142857
Densmore_et_White_1991ab.nex,0,0.047222222,48,Non_dinosaur_archosauro,0.333333333
Kammerer_etal_2016a.nex,0.208333333,0.25,48,Non_dinosaur_archosauro,1
Reynoso_1997a.nex,0.041666667,0.192708333,48,Non_squamate_lepidosaurs,0.65
Lieberman_etal_1996a.nex,0,0,48,Primates,0
Brinkman_etal_2016a.nex,0.145833333,0.161458333,48,Turtles,0.5625
Knauss_etal_2011a.nex,0.28125,0.24375,48,Turtles,0.65
Porpino_etal_2009a.nex,0.041666667,0.078525641,48,Xenarthrans,0.692307692
de_Santana_et_Crampton_2011a.nex,0,0.001934236,47,Actinopterygians,0.090909091
Murray_et_Vickers-Rich_2004ac.nex,0,0.010638298,47,Bird,0.166666667
Bourdon_etal_2005a.nex,0,0.026282854,47,Dinosaurs,0.176470588
Jin_etal_2012a.nex,0.212765957,0.256737589,47,Dinosaurs,0.866666667
Novas_etal_2004a.nex,0.063829787,0.181669394,47,Dinosaurs,0.769230769
Prieto-Marquez_2005a.nex,0.042553191,0.104255319,47,Dinosaurs,0.8
Sues_1997a.nex,0,0.013297872,47,Dinosaurs,0.25
Schultze_et_Chorn_1997a.nex,0.180851064,0.206855792,47,Fish_sarcopterygians,0.833333333
Meng_etal_2015aa.nex,0.106382979,0.190564292,47,Meso_mammals,0.869565217
Meng_etal_2015ab.nex,0.106382979,0.190564292,47,Meso_mammals,0.869565217
Baez_et_Pugener_1998a.nex,0,0.089665653,47,Non_amniote_tetrapods,0.428571429
Damiani_2001a.nex,0.042553191,0.103829787,47,Non_amniote_tetrapods,0.52
Liu_et_Wang_2005a.nex,0.063829787,0.111111111,47,Non_amniote_tetrapods,0.555555556
Schoch_et_Rubidge_2005a.nex,0,0.030395137,47,Non_amniote_tetrapods,0.428571429
Wilkinson_et_Nussbaum_1996a.nex,0,0.018617021,47,Non_amniote_tetrapods,0.25
Hungerbuhler_2002a.nex,0.021276596,0.036750484,47,Non_dinosaur_archosauro,0.636363636
Parker_et_Irmis_2006a.nex,0.021276596,0.078014184,47,Non_dinosaur_archosauro,0.666666667
Kammerer_2016a.nex,0,0.036879433,47,Non_mammal_synapsid,0.466666667
Rose_etal_2011a.nex,0.042553191,0.078559738,47,Primates,0.769230769
Mallon_et_Brinkman_2018a.nex,0.404255319,0.381560284,47,Turtles,1
Cusack_etal_1999a.nex,0.02173913,0.02362949,46,Brachiopods,0.52173913
Taylor_etal_2000a.nex,0.097826087,0.133333333,46,Bryozoans,0.966666667
Wang_1994a.nex,0.010869565,0.141304348,46,Carnivores,0.5
Lambert_etal_2013a.nex,0.347826087,0.295807453,46,Cetaceans,0.892857143
Wichura_etal_2015a.nex,0.391304348,0.316341829,46,Cetaceans,0.896551724
Calvo_et_Gonzalez_Riga_2003a.nex,0.217391304,0.254940711,46,Dinosaurs,0.909090909
Chiappe_etal_2007a.nex,0.358695652,0.33423913,46,Dinosaurs,1
Currie_etal_2008a.nex,0.043478261,0.122529644,46,Dinosaurs,0.818181818
Kirkland_1998b.nex,0,0.13451087,46,Dinosaurs,0.4375
Ahlberg_1998ab.nex,0.108695652,0.239130435,46,Fish_sarcopterygians,1
Fortey_etal_2005a.nex,0,0.010434783,46,Hemichordates,0.36
Williamson_etal_inpressa.nex,0.489130435,0.468599034,46,Meso_mammals,1
Schoch_2006a.nex,0.043478261,0.10326087,46,Non_amniote_tetrapods,0.666666667
Butler_etal_2014b.nex,0.195652174,0.247282609,46,Non_dinosaur_archosauro,1
Wu_etal_1996a.nex,0.173913043,0.182608696,46,Non_dinosaur_archosauro,0.8
Garcia-Lopez_et_Babot_2015ac.nex,0.282608696,0.290170132,46,Perissodactyls,0.956521739
Vera_etal_2017a.nex,0.043478261,0.191576087,46,Perissodactyls,0.6875
Groves_2000aa.nex,0.02173913,0.16576087,46,Primates,0.5625
Cadena_etal_2012a.nex,0.130434783,0.154808959,46,Turtles,0.636363636
Santini_etal_2007a.nex,0.144444444,0.20952381,45,Actinopterygians,0.571428571
Karasawa_et_Kato_2003a.nex,0,0.018518519,45,Arthopods,0.111111111
Grohe_etal_2012a.nex,0.1,0.261111111,45,Carnivores,1
Jiangzuo_etal_2019a.nex,0,0,45,Carnivores,0
Allain_2002a.nex,0.166666667,0.195833333,45,Dinosaurs,0.6875
Sereno_etal_1998a.nex,0.1,0.2,45,Dinosaurs,1
Xu_etal_2000b.nex,0.066666667,0.123809524,45,Dinosaurs,0.571428571
Cau_2017a.nex,0.133333333,0.197903564,45,Fish_sarcopterygians,1
Fanti_etal_2016b.nex,0.133333333,0.218518519,45,Fish_sarcopterygians,1
Chornogubsky_et_Goin_2015a.nex,0.088888889,0.158974359,45,Meso_mammals,0.884615385
Schoch_2014a.nex,0.044444444,0.054444444,45,Non_amniote_tetrapods,0.75
Lee_et_Spencer_1997a.nex,0.022222222,0.097222222,45,Non_diapsid_reptiles,0.625
Holbrook_1999a.nex,0.111111111,0.188505747,45,Perissodactyls,0.75862069
Hulbert_1989a.nex,0,0.02962963,45,Perissodactyls,0.458333333
Brinkman_etal_2013a.nex,0.088888889,0.205291005,45,Turtles,0.80952381
Brinkman_etal_2015a.nex,0.444444444,0.380952381,45,Turtles,0.928571429
Thomson_et_Georges_2009a.nex,0,0.016666667,45,Turtles,0.25
Imamura_etal_2005a.nex,0,0,44,Actinopterygians,0
Park_etal_2002a.nex,0,0.038277512,44,Arthopods,0.368421053
Tinn_et_Meidla_2004aa.nex,0.113636364,0.148051948,44,Arthopods,0.742857143
Tinn_et_Meidla_2004ab.nex,0.113636364,0.148051948,44,Arthopods,0.742857143
